Number	Name	Profile	Owner	Policy Statement	State	Status	Exempt	Weighting	Active	Additional Information	Additional comments	Attestation	Attestation respondents	Category	Class	Classification	Created	Created Manually	Created by	Description	Domain	Domain Path	Enforcement	Frequency	From configuration check	Key control	Owning group	Profile type	Profile type	Source	Tags	Type	Updated	Updated by	Updates
CTRL0010025	Review the alternate facility preparation procedures.	New York Datacenter	Patty Bernasconi	Review the alternate facility preparation procedures.	Attest		FALSE	10	TRUE			GRC Attestation	Patty Bernasconi	Systems continuity	Control	Detective	2016-07-31 16:21:58	FALSE	admin	Review the alternate facility preparation procedures.	global	/			FALSE	FALSE				"d85a18e70fd412004e938fbce1050e49,"		Systems Continuity	2017-02-28 13:57:41	admin	4
CTRL0010026	Establish and maintain Service Level Agreements for all alternate facilities.	New York Datacenter	Patty Bernasconi	Establish and maintain Service Level Agreements for all alternate facilities.	Attest	Compliant	FALSE	10	TRUE			GRC Attestation	Patty Bernasconi	Systems continuity	Control	Preventive	2016-07-31 16:21:58	FALSE	admin	Establish and maintain Service Level Agreements for all alternate facilities.	global	/			FALSE	FALSE				"d85a18e70fd412004e938fbce1050e49,"		Establish/Maintain Documentation	2018-01-31 00:00:20	admin	5
CTRL0010027	Include damaged site continuity procedures that cover continuing operations in a partially functional primary facility in the continuity plan.	New York Datacenter	Patty Bernasconi	Include damaged site continuity procedures that cover continuing operations in a partially functional primary facility in the continuity plan.	Attest	Not Applicable	FALSE	10	TRUE			GRC Attestation	Patty Bernasconi	Systems continuity	Control	Preventive	2016-07-31 16:21:58	FALSE	admin	Include damaged site continuity procedures that cover continuing operations in a partially functional primary facility in the continuity plan.	global	/			FALSE	FALSE				"d85a18e70fd412004e938fbce1050e49,"		Establish/Maintain Documentation	2018-01-31 00:00:24	admin	5
CTRL0010028	Store backup media at an off-site electronic media storage facility.	New York Datacenter	Patty Bernasconi	Store backup media at an off-site electronic media storage facility.	Attest	Compliant	FALSE	10	TRUE			GRC Attestation	Patty Bernasconi	Systems continuity	Control	Preventive	2016-07-31 16:21:58	FALSE	admin	Store backup media at an off-site electronic media storage facility.	global	/			FALSE	FALSE				"d85a18e70fd412004e938fbce1050e49,"		Data and Information Management	2018-01-31 00:00:22	admin	5
CTRL0010029	Prepare the alternate facility for an emergency offsite relocation.	New York Datacenter	Patty Bernasconi	Prepare the alternate facility for an emergency offsite relocation.	Attest	Not Applicable	FALSE	10	TRUE			GRC Attestation	Patty Bernasconi	Systems continuity	Control	Preventive	2016-07-31 16:21:58	FALSE	admin	Prepare the alternate facility for an emergency offsite relocation.	global	/			FALSE	FALSE				"d85a18e70fd412004e938fbce1050e49,"		Systems Continuity	2018-01-31 00:00:24	admin	5
CTRL0010030	Test the continuity plan at the alternate facility.	New York Datacenter	Patty Bernasconi	Test the continuity plan at the alternate facility.	Attest	Compliant	FALSE	10	TRUE			GRC Attestation	Patty Bernasconi	Systems continuity	Control	Detective	2016-07-31 16:21:58	FALSE	admin	Test the continuity plan at the alternate facility.	global	/			FALSE	FALSE				"d85a18e70fd412004e938fbce1050e49,"		Testing	2018-01-31 00:00:22	admin	5
CTRL0010031	Outline explicit mitigation actions for facility accessibility issues that might take place when an area-wide disruption occurs or an area-wide disaster occurs.	New York Datacenter	Patty Bernasconi	Outline explicit mitigation actions for facility accessibility issues that might take place when an area-wide disruption occurs or an area-wide disaster occurs.	Attest		FALSE	10	TRUE			GRC Attestation	Patty Bernasconi	Systems continuity	Control	Preventive	2016-07-31 16:21:58	FALSE	admin	Outline explicit mitigation actions for facility accessibility issues that might take place when an area-wide disruption occurs or an area-wide disaster occurs.	global	/			FALSE	FALSE				"d85a18e70fd412004e938fbce1050e49,"		Establish/Maintain Documentation	2017-02-28 13:57:42	admin	4
CTRL0010032	Manage change requests.	SAP Financial Accounting	James Vittolo	Manage change requests.	Monitor	Compliant	FALSE	10	TRUE			GRC Attestation	James Vittolo	Operational management	Control	Preventive	2016-07-31 16:22:15	FALSE	admin	Manage change requests.	global	/			FALSE	FALSE				"7d61f176cb300200829cf865734c9ce8,"		Business Processes	2017-02-28 12:15:45	admin	7
CTRL0010033	Manage change requests.	Retail Adding Points	Celia Slavin	Manage change requests.	Monitor	Compliant	FALSE	10	TRUE			GRC Attestation	Celia Slavin	Operational management	Control	Preventive	2016-07-31 16:22:15	FALSE	admin	Manage change requests.	global	/			FALSE	FALSE				"7d61f176cb300200829cf865734c9ce8,"		Business Processes	2017-02-28 12:15:45	admin	8
CTRL0010034	Manage change requests.	Retail	Reginald Humes	Manage change requests.	Monitor	Compliant	FALSE	10	TRUE			GRC Attestation	Reginald Humes	Operational management	Control	Preventive	2016-07-31 16:22:15	FALSE	admin	Manage change requests.	global	/			FALSE	FALSE				"7d61f176cb300200829cf865734c9ce8,"		Business Processes	2017-02-28 12:15:45	admin	8
CTRL0010035	Manage change requests.	Electronic Messaging	Jerrod Bennett	Manage change requests.	Monitor	Non Compliant	FALSE	10	TRUE			GRC Attestation	Jerrod Bennett	Operational management	Control	Preventive	2016-07-31 16:22:15	FALSE	admin	Manage change requests.	global	/			FALSE	FALSE				"7d61f176cb300200829cf865734c9ce8,"		Business Processes	2017-02-28 12:15:46	admin	6
CTRL0010036	Manage change requests.	Outlook Web Access (OWA)	Jerrod Bennett	Manage change requests.	Monitor	Compliant	FALSE	10	TRUE			GRC Attestation	Jerrod Bennett	Operational management	Control	Preventive	2016-07-31 16:22:15	FALSE	admin	Manage change requests.	global	/			FALSE	FALSE				"7d61f176cb300200829cf865734c9ce8,"		Business Processes	2017-02-28 12:15:46	admin	6
CTRL0010037	Manage change requests.	SAP Human Resources	James Vittolo	Manage change requests.	Monitor	Compliant	FALSE	10	TRUE			GRC Attestation	James Vittolo	Operational management	Control	Preventive	2016-07-31 16:22:15	FALSE	admin	Manage change requests.	global	/			FALSE	FALSE				"7d61f176cb300200829cf865734c9ce8,"		Business Processes	2017-02-28 12:15:46	admin	7
CTRL0010038	Manage change requests.	PeopleSoft Supply Chain Management	John Bohnhamn	Manage change requests.	Monitor	Compliant	FALSE	10	TRUE			GRC Attestation	John Bohnhamn	Operational management	Control	Preventive	2016-07-31 16:22:15	FALSE	admin	Manage change requests.	global	/			FALSE	FALSE				"7d61f176cb300200829cf865734c9ce8,"		Business Processes	2017-02-28 12:15:46	admin	6
CTRL0010039	Manage change requests.	Bond Trading - DR	John Retak	Manage change requests.	Monitor	Non Compliant	FALSE	10	TRUE			GRC Attestation	John Retak	Operational management	Control	Preventive	2016-07-31 16:22:15	FALSE	admin	Manage change requests.	global	/			FALSE	FALSE				"7d61f176cb300200829cf865734c9ce8,"		Business Processes	2017-02-28 12:15:46	admin	6
CTRL0010040	Manage change requests.	Bond Trading	John Retak	Manage change requests.	Monitor	Compliant	FALSE	10	TRUE			GRC Attestation	John Retak	Operational management	Control	Preventive	2016-07-31 16:22:15	FALSE	admin	Manage change requests.	global	/			FALSE	FALSE				"7d61f176cb300200829cf865734c9ce8,"		Business Processes	2017-02-28 12:15:46	admin	6
CTRL0010041	Manage change requests.	PeopleSoft Portals	John Bohnhamn	Manage change requests.	Monitor	Compliant	FALSE	10	TRUE			GRC Attestation	John Bohnhamn	Operational management	Control	Preventive	2016-07-31 16:22:15	FALSE	admin	Manage change requests.	global	/			FALSE	FALSE				"7d61f176cb300200829cf865734c9ce8,"		Business Processes	2017-02-28 12:15:46	admin	6
CTRL0010042	Manage change requests.	Jobvite Enterprise Recruitment Services	Veronica Radman	Manage change requests.	Monitor	Compliant	FALSE	10	TRUE			GRC Attestation	Veronica Radman	Operational management	Control	Preventive	2016-07-31 16:22:15	FALSE	admin	Manage change requests.	global	/			FALSE	FALSE				"7d61f176cb300200829cf865734c9ce8,"		Business Processes	2017-02-28 12:15:47	admin	7
CTRL0010043	Manage change requests.	SAP Enterprise Services	James Vittolo	Manage change requests.	Monitor	Non Compliant	FALSE	10	TRUE			GRC Attestation	James Vittolo	Operational management	Control	Preventive	2016-07-31 16:22:15	FALSE	admin	Manage change requests.	global	/			FALSE	FALSE				"7d61f176cb300200829cf865734c9ce8,"		Business Processes	2017-02-28 12:15:47	admin	7
CTRL0010044	Manage change requests.	SAP Sales and Distribution	James Vittolo	Manage change requests.	Monitor	Compliant	FALSE	10	TRUE			GRC Attestation	James Vittolo	Operational management	Control	Preventive	2016-07-31 16:22:15	FALSE	admin	Manage change requests.	global	/			FALSE	FALSE				"7d61f176cb300200829cf865734c9ce8,"		Business Processes	2017-02-28 12:15:47	admin	7
CTRL0010045	Manage change requests.	Retail Client Lookup	Celia Slavin	Manage change requests.	Monitor	Compliant	FALSE	10	TRUE			GRC Attestation	Celia Slavin	Operational management	Control	Preventive	2016-07-31 16:22:15	FALSE	admin	Manage change requests.	global	/			FALSE	FALSE				"7d61f176cb300200829cf865734c9ce8,"		Business Processes	2017-02-28 12:15:47	admin	7
CTRL0010046	Manage change requests.	IT Services	Fred Luddy	Manage change requests.	Monitor	Compliant	FALSE	10	TRUE			GRC Attestation	Fred Luddy	Operational management	Control	Preventive	2016-07-31 16:22:15	FALSE	admin	Manage change requests.	global	/			FALSE	FALSE				"7d61f176cb300200829cf865734c9ce8,"		Business Processes	2017-02-28 12:15:47	admin	7
CTRL0010047	Manage change requests.	SAP Plant Maintenance	James Vittolo	Manage change requests.	Monitor	Non Compliant	FALSE	10	TRUE			GRC Attestation	James Vittolo	Operational management	Control	Preventive	2016-07-31 16:22:15	FALSE	admin	Manage change requests.	global	/			FALSE	FALSE				"7d61f176cb300200829cf865734c9ce8,"		Business Processes	2017-02-28 12:15:47	admin	7
CTRL0010048	Manage change requests.	PeopleSoft HRMS	John Bohnhamn	Manage change requests.	Monitor	Compliant	FALSE	10	TRUE			GRC Attestation	John Bohnhamn	Operational management	Control	Preventive	2016-07-31 16:22:15	FALSE	admin	Manage change requests.	global	/			FALSE	FALSE				"7d61f176cb300200829cf865734c9ce8,"		Business Processes	2017-02-28 12:15:47	admin	7
CTRL0010049	Manage change requests.	Sales Force Automation	Chad Miklas	Manage change requests.	Monitor	Compliant	FALSE	10	TRUE			GRC Attestation	Chad Miklas	Operational management	Control	Preventive	2016-07-31 16:22:15	FALSE	admin	Manage change requests.	global	/			FALSE	FALSE				"7d61f176cb300200829cf865734c9ce8,"		Business Processes	2017-02-28 12:15:48	admin	8
CTRL0010050	Manage change requests.	PeopleSoft CRM	John Bohnhamn	Manage change requests.	Monitor	Compliant	FALSE	10	TRUE			GRC Attestation	John Bohnhamn	Operational management	Control	Preventive	2016-07-31 16:22:15	FALSE	admin	Manage change requests.	global	/			FALSE	FALSE				"7d61f176cb300200829cf865734c9ce8,"		Business Processes	2017-02-28 12:15:48	admin	6
CTRL0010051	Manage change requests.	Securities Lending	John Retak	Manage change requests.	Monitor	Non Compliant	FALSE	10	TRUE			GRC Attestation	John Retak	Operational management	Control	Preventive	2016-07-31 16:22:15	FALSE	admin	Manage change requests.	global	/			FALSE	FALSE				"7d61f176cb300200829cf865734c9ce8,"		Business Processes	2017-02-28 12:15:48	admin	6
CTRL0010052	Manage change requests.	PeopleSoft Reporting	John Bohnhamn	Manage change requests.	Monitor	Compliant	FALSE	10	TRUE			GRC Attestation	John Bohnhamn	Operational management	Control	Preventive	2016-07-31 16:22:16	FALSE	admin	Manage change requests.	global	/			FALSE	FALSE				"7d61f176cb300200829cf865734c9ce8,"		Business Processes	2017-02-28 12:15:48	admin	7
CTRL0010053	Manage change requests.	Windows Mobile	Jerrod Bennett	Manage change requests.	Monitor	Compliant	FALSE	10	TRUE			GRC Attestation	Jerrod Bennett	Operational management	Control	Preventive	2016-07-31 16:22:16	FALSE	admin	Manage change requests.	global	/			FALSE	FALSE				"7d61f176cb300200829cf865734c9ce8,"		Business Processes	2017-02-28 12:15:48	admin	6
CTRL0010054	Manage change requests.	SAP Labor Distribution	James Vittolo	Manage change requests.	Monitor	Compliant	FALSE	10	TRUE			GRC Attestation	James Vittolo	Operational management	Control	Preventive	2016-07-31 16:22:16	FALSE	admin	Manage change requests.	global	/			FALSE	FALSE				"7d61f176cb300200829cf865734c9ce8,"		Business Processes	2017-02-28 12:15:48	admin	7
CTRL0010055	Manage change requests.	SAP Controlling	James Vittolo	Manage change requests.	Monitor	Non Compliant	FALSE	10	TRUE			GRC Attestation	James Vittolo	Operational management	Control	Preventive	2016-07-31 16:22:16	FALSE	admin	Manage change requests.	global	/			FALSE	FALSE				"7d61f176cb300200829cf865734c9ce8,"		Business Processes	2017-02-28 12:15:48	admin	7
CTRL0010056	Manage change requests.	Retail Client Registration	Reginald Humes	Manage change requests.	Monitor	Compliant	FALSE	10	TRUE			GRC Attestation	Reginald Humes	Operational management	Control	Preventive	2016-07-31 16:22:16	FALSE	admin	Manage change requests.	global	/			FALSE	FALSE				"7d61f176cb300200829cf865734c9ce8,"		Business Processes	2017-02-28 12:15:49	admin	8
CTRL0010057	Manage change requests.	PeopleSoft Financials	John Bohnhamn	Manage change requests.	Monitor	Compliant	FALSE	10	TRUE			GRC Attestation	John Bohnhamn	Operational management	Control	Preventive	2016-07-31 16:22:16	FALSE	admin	Manage change requests.	global	/			FALSE	FALSE				"7d61f176cb300200829cf865734c9ce8,"		Business Processes	2017-02-28 12:15:49	admin	7
CTRL0010058	Manage change requests.	ServiceNow Enterprise Services	System Administrator	Manage change requests.	Attest	Compliant	FALSE	10	TRUE			GRC Attestation	Natasha Ingram	Operational management	Control	Preventive	2016-07-31 16:22:16	FALSE	admin	Manage change requests.	global	/			FALSE	FALSE				"7d61f176cb300200829cf865734c9ce8,"		Business Processes	2017-03-01 13:35:33	admin	9
CTRL0010059	Manage change requests.	PeopleSoft Enterprise Services	John Bohnhamn	Manage change requests.	Monitor	Non Compliant	FALSE	10	TRUE			GRC Attestation	John Bohnhamn	Operational management	Control	Preventive	2016-07-31 16:22:16	FALSE	admin	Manage change requests.	global	/			FALSE	FALSE				"7d61f176cb300200829cf865734c9ce8,"		Business Processes	2017-02-28 12:15:49	admin	6
CTRL0010060	Manage change requests.	Client Services	James Vittolo	Manage change requests.	Monitor	Compliant	FALSE	10	TRUE			GRC Attestation	James Vittolo	Operational management	Control	Preventive	2016-07-31 16:22:16	FALSE	admin	Manage change requests.	global	/			FALSE	FALSE				"7d61f176cb300200829cf865734c9ce8,"		Business Processes	2017-02-28 12:15:49	admin	7
CTRL0010061	Manage change requests.	Retail POS (Point of Sale)	Reginald Humes	Manage change requests.	Monitor	Compliant	FALSE	10	TRUE			GRC Attestation	Reginald Humes	Operational management	Control	Preventive	2016-07-31 16:22:16	FALSE	admin	Manage change requests.	global	/			FALSE	FALSE				"7d61f176cb300200829cf865734c9ce8,"		Business Processes	2017-02-28 12:15:49	admin	8
CTRL0010062	Manage change requests.	Email	Jerrod Bennett	Manage change requests.	Monitor	Compliant	FALSE	10	TRUE			GRC Attestation	Jerrod Bennett	Operational management	Control	Preventive	2016-07-31 16:22:16	FALSE	admin	Manage change requests.	global	/			FALSE	FALSE				"7d61f176cb300200829cf865734c9ce8,"		Business Processes	2017-02-28 12:15:49	admin	6
CTRL0010063	Manage change requests.	Blackberry	Jerrod Bennett	Manage change requests.	Monitor	Non Compliant	FALSE	10	TRUE			GRC Attestation	Jerrod Bennett	Operational management	Control	Preventive	2016-07-31 16:22:16	FALSE	admin	Manage change requests.	global	/			FALSE	FALSE				"7d61f176cb300200829cf865734c9ce8,"		Business Processes	2017-02-28 12:15:50	admin	6
CTRL0010064	Manage change requests.	SAP Payroll	James Vittolo	Manage change requests.	Monitor	Compliant	FALSE	10	TRUE			GRC Attestation	James Vittolo	Operational management	Control	Preventive	2016-07-31 16:22:16	FALSE	admin	Manage change requests.	global	/			FALSE	FALSE				"7d61f176cb300200829cf865734c9ce8,"		Business Processes	2017-02-28 12:15:50	admin	7
CTRL0010065	Manage change requests.	SAP Materials Management	James Vittolo	Manage change requests.	Monitor	Compliant	FALSE	10	TRUE			GRC Attestation	James Vittolo	Operational management	Control	Preventive	2016-07-31 16:22:16	FALSE	admin	Manage change requests.	global	/			FALSE	FALSE				"7d61f176cb300200829cf865734c9ce8,"		Business Processes	2017-02-28 12:15:50	admin	7
